0.014999250037498125 ('DAI62779', 'GRO17075')
0.07593457943925233 ('DAI83733', 'ELE59935')
0.07593457943925233 ('DAI83733', 'ELE74009')
0.07593457943925233 ('DAI83733', 'GRO38814')
0.07599118942731277 ('ELE74009', 'GRO46854')
0.0760113372842051 ('FRO40251', 'GRO38814')
0.07604166666666666 ('GRO71621', 'SNA40784')
0.07618343195266272 ('GRO38814', 'GRO46854')
0.07634730538922156 ('GRO59710', 'SNA55762')
0.07638072855464159 ('FRO32293', 'FRO80039')
0.07638709677419354 ('ELE17451', 'DAI83733')
0.07642064010450686 ('FRO78087', 'SNA55762')
0.07656145063801209 ('GRO94758', 'DAI48891')
0.0766304347826087 ('GRO30386', 'GRO21487')
0.07670614777213762 ('DAI63921', 'DAI22177')
0.07674772036474165 ('ELE74482', 'GRO21487')
0.07675438596491228 ('DAI75645', 'FRO53271')
0.07681228996639462 ('SNA99873', 'GRO21487')
0.07692307692307693 ('GRO38814', 'ELE26917')
0.0769857433808554 ('SNA45677', 'GRO36567')
0.0769857433808554 ('SNA45677', 'GRO59710')
0.07704042715484363 ('ELE59935', 'SNA45677')
0.07705779334500876 ('ELE66600', 'ELE66810')
0.07706855791962175 ('GRO21487', 'DAI63921')
0.07711988304093567 ('DAI75645', 'GRO71621')
0.07717391304347826 ('GRO30386', 'ELE59935')
0.07717391304347826 ('GRO30386', 'ELE74482')
0.07719505008839128 ('ELE66810', 'ELE26917')
0.07719505008839128 ('ELE66810', 'FRO35729')
0.07721423164269493 ('GRO61133', 'GRO30386')
0.07721423164269493 ('GRO61133', 'GRO38814')
0.07723304231027535 ('ELE34057', 'GRO71621')
0.0772701635645798 ('DAI63921', 'SNA99873')
0.07744314689612784 ('DAI22177', 'DAI83733')
0.07746979388770434 ('SNA93860', 'DAI88807')
0.077474249888043 ('FRO80039', 'SNA96271')
0.07748538011695906 ('DAI75645', 'DAI85309')
0.07750759878419453 ('DAI88807', 'GRO38814')
0.07755581668625147 ('FRO32293', 'DAI63921')
0.07764156450671336 ('ELE66600', 'DAI85309')
0.07764156450671336 ('ELE66600', 'GRO38983')
0.07764317180616741 ('ELE74009', 'GRO38814')
0.07776427703523693 ('SNA55762', 'ELE74009')
0.07778432527990571 ('ELE66810', 'ELE66600')
0.07785087719298246 ('DAI75645', 'GRO21487')
0.07790463398253862 ('GRO94758', 'GRO21487')
0.077992277992278 ('SNA96271', 'ELE32164')
0.07801418439716312 ('GRO21487', 'SNA93860')
0.07805777504609711 ('DAI22177', 'DAI31081')
0.0780977312390925 ('ELE26917', 'GRO38983')
0.07816901408450705 ('FRO53271', 'GRO30386')
0.07818659658344283 ('SNA80324', 'GRO30386')
0.07819354838709677 ('ELE17451', 'SNA55762')
0.07819383259911894 ('ELE74009', 'GRO64900')
0.07819383259911894 ('ELE74009', 'GRO94758')
0.07825252040326452 ('SNA99873', 'SNA80324')
0.07826747720364742 ('ELE74482', 'DAI22240')
0.07826747720364742 ('ELE74482', 'DAI85309')
0.07835531419705198 ('ELE91337', 'DAI87448')
0.07836990595611286 ('FRO80039', 'DAI75645')
0.0784516129032258 ('ELE17451', 'SNA45677')
0.07849604221635884 ('ELE99737', 'GRO56726')
0.07849978194505015 ('DAI85309', 'DAI63921')
0.07856746252082177 ('GRO73461', 'DAI31081')
0.07856892318484743 ('ELE32164', 'ELE92920')
0.07856892318484743 ('ELE32164', 'SNA45677')
0.07858187134502924 ('DAI75645', 'DAI22896')
0.07858187134502924 ('DAI75645', 'SNA90094')
0.0785876993166287 ('GRO46854', 'ELE74009')
0.0785876993166287 ('GRO46854', 'SNA99873')
0.07867240319606637 ('DAI22177', 'FRO32293')
0.0786908077994429 ('FRO35904', 'SNA96271')
0.07870967741935483 ('ELE17451', 'DAI55148')
0.07876447876447877 ('SNA96271', 'GRO38983')
0.07880434782608696 ('GRO30386', 'FRO98184')
0.07881040892193308 ('ELE56788', 'FRO32293')
0.07881040892193308 ('ELE56788', 'GRO30386')
0.07887323943661972 ('FRO53271', 'FRO80039')
0.07889125799573561 ('SNA93860', 'GRO73461')
0.07889605519724013 ('DAI62779', 'DAI55148')
0.07893589184474488 ('DAI85309', 'FRO80039')
0.0789598108747045 ('GRO21487', 'DAI85309')
0.07897033158813263 ('ELE26917', 'FRO80039')
0.07897934386391252 ('SNA55762', 'ELE66600')
0.07897934386391252 ('SNA55762', 'ELE99737')
0.07902240325865581 ('SNA45677', 'DAI48891')
0.07902240325865581 ('SNA45677', 'GRO21487')
0.0790273556231003 ('DAI88807', 'FRO31317')
0.07906976744186046 ('DAI43223', 'GRO38814')
0.07912270960577457 ('GRO73461', 'SNA72163')
0.07915717539863326 ('GRO46854', 'SNA55762')
0.07924921793534932 ('FRO85978', 'ELE26917')
0.07931844888366628 ('FRO32293', 'SNA99873')
0.07934131736526946 ('GRO59710', 'GRO94758')
0.07938718662952646 ('FRO35904', 'DAI85309')
0.0794392523364486 ('DAI83733', 'GRO71621')
0.0795539033457249 ('ELE56788', 'FRO78087')
0.07960199004975124 ('SNA93860', 'SNA45677')
0.07961865498582839 ('FRO40251', 'FRO53271')
0.07961865498582839 ('FRO40251', 'SNA45677')
0.0797872340425532 ('DAI88807', 'FRO32293')
0.07980811164413432 ('DAI85309', 'FRO85978')
0.07982832618025751 ('FRO31317', 'ELE32164')
0.07984496124031008 ('DAI43223', 'ELE74009')
0.07984581497797356 ('ELE74009', 'FRO78087')
0.07984581497797356 ('ELE74009', 'SNA72163')
0.07990165949600492 ('DAI22177', 'FRO66272')
0.0799059929494712 ('FRO32293', 'GRO59710')
0.07995558023320377 ('GRO73461', 'GRO15017')
0.07997193967029112 ('ELE32164', 'ELE62598')
0.08008356545961003 ('FRO35904', 'GRO21487')
0.08009024252679076 ('DAI63921', 'DAI83733')
0.08009153318077804 ('ELE59935', 'SNA80324')
0.08014142604596347 ('ELE66810', 'GRO21487')
0.08025751072961373 ('FRO31317', 'FRO80039')
0.08029197080291971 ('FRO85978', 'FRO31317')
0.08029612756264237 ('GRO46854', 'GRO61133')
0.08030888030888031 ('SNA96271', 'SNA90094')
0.08054597270136493 ('DAI62779', 'SNA93860')
0.08056042031523643 ('ELE66600', 'ELE32164')
0.08057553956834532 ('SNA90094', 'GRO21487')
0.08059100067159167 ('GRO94758', 'FRO80039')
0.08067344791301298 ('ELE32164', 'GRO21487')
0.08068033144352377 ('DAI85309', 'ELE26917')
0.08068269976726145 ('ELE91337', 'FRO35904')
0.08071553228621292 ('ELE26917', 'DAI85309')
0.08078431372549019 ('GRO15017', 'GRO81087')
0.08085106382978724 ('GRO21487', 'GRO71621')
0.08088818398096749 ('DAI31081', 'GRO85051')
0.08103225806451612 ('ELE17451', 'ELE26917')
0.08105687416032244 ('FRO80039', 'DAI85309')
0.08105687416032244 ('FRO80039', 'ELE26917')
0.08108108108108109 ('SNA96271', 'GRO71621')
0.08113091579594345 ('DAI22177', 'GRO71621')
0.08119158878504673 ('DAI83733', 'ELE91337')
0.08121827411167512 ('DAI63921', 'GRO71621')
0.0812780269058296 ('GRO56726', 'DAI75645')
0.08129496402877698 ('SNA90094', 'GRO30386')
0.08133472367049009 ('FRO85978', 'DAI22177')
0.08143507972665148 ('GRO46854', 'GRO81045')
0.08147632311977716 ('FRO35904', 'DAI75645')
0.08150470219435736 ('FRO80039', 'ELE59935')
0.08155255124291322 ('DAI85309', 'SNA80324')
0.0815686274509804 ('GRO15017', 'FRO80039')
0.0815686274509804 ('GRO15017', 'SNA55762')
0.0815686274509804 ('GRO15017', 'SNA90094')
0.08161708619374523 ('ELE59935', 'ELE26917')
0.0816812053925456 ('DAI31081', 'GRO56989')
0.08172571027709576 ('ELE32164', 'GRO81087')
0.08172796263864565 ('ELE66600', 'ELE91337')
0.08173418621179815 ('SNA93860', 'ELE49801')
0.08177083333333333 ('GRO71621', 'SNA90094')
0.08177570093457943 ('DAI83733', 'ELE32164')
0.08185610010427528 ('FRO85978', 'FRO78087')
0.08196721311475409 ('GRO81087', 'FRO31317')
0.08200455580865604 ('GRO46854', 'SNA96271')
0.08217656857301499 ('GRO73461', 'SNA99873')
0.08228105906313646 ('SNA45677', 'FRO31317')
0.08231173380035026 ('ELE66600', 'GRO21487')
0.08235294117647059 ('GRO15017', 'ELE66600')
0.08236017209588199 ('DAI22177', 'ELE26917')
0.08236017209588199 ('DAI22177', 'ELE56788')
0.0824607329842932 ('ELE26917', 'ELE66600')
0.08249587520623969 ('DAI62779', 'FRO80039')
0.08257321171387422 ('SNA99873', 'GRO71621')
0.08262548262548262 ('SNA96271', 'SNA74022')
0.08268839103869653 ('SNA45677', 'GRO38814')
0.08273381294964029 ('SNA90094', 'FRO85978')
0.08282674772036475 ('DAI88807', 'GRO69543')
0.08282674772036475 ('DAI88807', 'SNA93860')
0.08282674772036475 ('ELE74482', 'ELE53126')
0.08294392523364486 ('DAI83733', 'DAI63921')
0.08294573643410853 ('DAI43223', 'ELE92920')
0.08313725490196078 ('GRO15017', 'GRO46854')
0.08327024981074943 ('GRO61133', 'DAI22896')
0.08327137546468401 ('ELE56788', 'FRO31317')
0.08327736736064473 ('ELE34057', 'FRO80039')
0.08327736736064473 ('ELE34057', 'GRO21487')
0.08327736736064473 ('GRO94758', 'ELE26917')
0.08327736736064473 ('GRO94758', 'GRO38814')
0.08333333333333333 ('DAI75645', 'GRO15017')
0.08333333333333333 ('GRO71621', 'GRO46854')
0.08342022940563086 ('FRO85978', 'FRO35904')
0.08344283837056504 ('SNA80324', 'GRO71621')
0.08352803738317757 ('DAI83733', 'ELE26917')
0.08353336533845415 ('SNA99873', 'ELE74009')
0.08357988165680473 ('GRO38814', 'SNA55762')
0.08358942839582052 ('DAI22177', 'DAI63921')
0.08360655737704918 ('GRO81087', 'GRO71621')
0.08360655737704918 ('GRO81087', 'SNA18336')
0.08367514356029532 ('DAI22896', 'GRO30386')
0.08369098712446352 ('FRO31317', 'DAI75645')
0.08369565217391305 ('GRO30386', 'DAI91290')
0.0837129840546697 ('GRO46854', 'ELE91337')
0.08374384236453201 ('FRO80039', 'FRO31317')
0.08376963350785341 ('ELE26917', 'GRO99222')
0.08383961117861483 ('SNA55762', 'ELE26917')
0.08385416666666666 ('GRO71621', 'FRO85978')
0.08391038696537678 ('SNA45677', 'ELE78169')
0.08394160583941605 ('FRO85978', 'GRO71621')
0.08401976935749589 ('GRO85051', 'DAI31081')
0.08402725208175625 ('GRO61133', 'DAI88807')
0.0840630472854641 ('ELE66600', 'SNA96271')
0.08409986859395532 ('SNA80324', 'SNA45677')
0.08412903225806452 ('ELE17451', 'DAI43223')
0.08414579271036449 ('DAI62779', 'GRO59710')
0.08416921064108156 ('DAI85309', 'SNA99873')
0.08416988416988418 ('SNA96271', 'SNA31619')
0.0842511013215859 ('ELE74009', 'GRO15017')
0.08426183844011143 ('FRO35904', 'DAI63921')
0.08431952662721894 ('GRO38814', 'FRO16142')
0.08434650455927052 ('DAI88807', 'GRO61133')
0.084375 ('GRO71621', 'ELE26917')
0.08437761069340016 ('ELE92920', 'FRO31317')
0.08437761069340016 ('ELE92920', 'GRO46854')
0.0843975569128262 ('GRO73461', 'DAI22896')
0.08442622950819673 ('GRO81087', 'GRO15017')
0.08444714459295262 ('SNA55762', 'GRO46854')
0.08446298227320125 ('FRO85978', 'GRO15017')
0.08456167571761056 ('ELE91337', 'GRO71621')
0.08460532054077627 ('DAI85309', 'FRO79022')
0.08462055070517126 ('ELE34057', 'ELE91337')
0.08464223385689354 ('ELE26917', 'SNA99873')
0.0846468184471687 ('ELE66600', 'DAI75645')
0.0846751804553026 ('GRO73461', 'GRO59710')
0.0846751804553026 ('GRO73461', 'GRO71621')
0.08475836431226766 ('ELE56788', 'FRO80039')
0.08478425435276306 ('GRO61133', 'FRO85978')
0.08485193621867881 ('GRO46854', 'ELE59935')
0.08489208633093526 ('SNA90094', 'FRO31317')
0.08495821727019498 ('FRO35904', 'FRO99783')
0.08497359577532405 ('SNA99873', 'ELE66810')
0.0850546780072904 ('SNA55762', 'ELE32164')
0.08505917159763314 ('GRO38814', 'FRO80039')
0.08505917159763314 ('GRO38814', 'GRO85051')
0.0852112676056338 ('FRO53271', 'GRO38814')
0.08521303258145363 ('ELE92920', 'GRO71621')
0.08540772532188841 ('FRO31317', 'DAI85309')
0.0854449027695934 ('ELE66810', 'GRO59710')
0.08550185873605948 ('ELE56788', 'ELE26917')
0.08550185873605948 ('ELE56788', 'GRO59710')
0.08575197889182058 ('ELE99737', 'SNA55762')
0.0858662613981763 ('ELE74482', 'SNA45677')
0.08599857853589196 ('SNA93860', 'SNA72163')
0.08602711157455684 ('FRO85978', 'DAI83733')
0.08602711157455684 ('FRO85978', 'ELE66600')
0.08602711157455684 ('FRO85978', 'FRO80039')
0.08603417796110784 ('ELE66810', 'DAI85309')
0.08604651162790698 ('DAI43223', 'GRO81087')
0.0860479409956976 ('DAI22177', 'SNA80324')
0.0860655737704918 ('GRO81087', 'GRO30386')
0.08629441624365482 ('DAI63921', 'FRO31317')
0.08629825889477669 ('GRO61133', 'FRO31317')
0.08629825889477669 ('GRO61133', 'GRO15017')
0.08633093525179857 ('SNA90094', 'DAI95741')
0.08633696563285834 ('GRO44993', 'FRO85978')
0.0863689776733255 ('FRO32293', 'DAI75645')
0.0863689776733255 ('FRO32293', 'FRO31317')
0.08638743455497382 ('ELE26917', 'SNA96271')
0.08643933386201427 ('DAI31081', 'FRO31317')
0.08645374449339208 ('ELE74009', 'DAI85309')
0.08649093904448106 ('GRO85051', 'FRO53271')
0.08653846153846154 ('GRO38814', 'SNA72163')
0.08661971830985915 ('FRO53271', 'DAI22896')
0.08662613981762918 ('ELE74482', 'ELE74009')
0.08662613981762918 ('ELE74482', 'SNA80324')
0.08669527896995709 ('FRO31317', 'SNA45677')
0.0867858700392499 ('DAI85309', 'FRO31317')
0.08687727825030377 ('SNA55762', 'FRO85978')
0.08687727825030377 ('SNA55762', 'GRO71621')
0.08687727825030377 ('SNA55762', 'SNA99873')
0.08688387635756056 ('ELE92920', 'SNA45677')
0.08689616879511383 ('GRO73461', 'DAI88807')
0.08698884758364313 ('ELE56788', 'ELE66810')
0.08706986444212722 ('FRO85978', 'ELE59028')
0.0871244635193133 ('FRO31317', 'GRO30386')
0.08712984054669703 ('GRO46854', 'DAI87448')
0.08718395815170009 ('ELE14480', 'DAI85309')
0.08718395815170009 ('ELE14480', 'SNA80324')
0.08725868725868725 ('SNA96271', 'FRO35904')
0.08735380116959064 ('DAI75645', 'GRO30386')
0.08738601823708207 ('ELE74482', 'ELE37048')
0.0874224478285392 ('DAI63921', 'ELE91337')
0.08744394618834081 ('GRO56726', 'DAI87448')
0.08752449379490529 ('FRO78087', 'GRO59710')
0.08755506607929515 ('ELE74009', 'GRO21487')
0.08757637474541752 ('SNA45677', 'SNA99873')
0.08759124087591241 ('FRO85978', 'GRO56726')
0.08765808983863933 ('DAI85309', 'ELE92920')
0.08771353482260184 ('SNA80324', 'ELE26917')
0.08773087071240106 ('ELE99737', 'FRO19221')
0.08776978417266187 ('SNA90094', 'ELE74009')
0.08777686628383921 ('DAI22896', 'ELE32164')
0.08781226343679031 ('GRO61133', 'GRO56726')
0.08784313725490196 ('GRO15017', 'GRO59710')
0.087895605219739 ('DAI62779', 'DAI83733')
0.08797850906648758 ('ELE34057', 'FRO40251')
0.08798283261802575 ('FRO31317', 'GRO21487')
0.08801775147928995 ('GRO38814', 'DAI85309')
0.08801775147928995 ('GRO38814', 'GRO64900')
0.0881057268722467 ('ELE74009', 'FRO31317')
0.08813838550247118 ('GRO85051', 'SNA45677')
0.08817766165904638 ('FRO78087', 'GRO71621')
0.08826879271070615 ('GRO46854', 'DAI95741')
0.08828428650749584 ('GRO73461', 'SNA45677')
0.08837928368977067 ('FRO40251', 'DAI55148')
0.08839127872716558 ('ELE66810', 'FRO80039')
0.08848207475209764 ('ELE59935', 'GRO73461')
0.0885547201336675 ('ELE92920', 'ELE26917')
0.08856502242152467 ('GRO56726', 'DAI83733')
0.08862745098039215 ('GRO15017', 'SNA18336')
0.08873321657910099 ('ELE66600', 'SNA99873')
0.08883082952318747 ('FRO78087', 'FRO35904')
0.08883953359244864 ('GRO73461', 'GRO69543')
0.08892763731473409 ('ELE14480', 'GRO24246')
0.08894555272236389 ('DAI62779', 'SNA55762')
0.0890625 ('GRO71621', 'GRO21487')
0.0890915468256752 ('ELE32164', 'FRO53271')
0.08912108174554395 ('DAI22177', 'SNA45677')
0.08913649025069638 ('FRO35904', 'GRO46854')
0.08915228034011853 ('FRO40251', 'ELE26917')
0.0891812865497076 ('DAI75645', 'GRO38814')
0.08924553772311385 ('DAI62779', 'GRO71621')
0.08932135728542914 ('GRO59710', 'FRO53271')
0.08939014202172096 ('ELE92920', 'DAI43223')
0.08941176470588236 ('GRO15017', 'GRO61133')
0.08944153577661432 ('ELE26917', 'ELE74009')
0.08949704142011834 ('GRO38814', 'FRO31317')
0.08949704142011834 ('GRO38814', 'FRO53271')
0.089546783625731 ('DAI75645', 'SNA45677')
0.08958333333333333 ('GRO71621', 'SNA99873')
0.08963093145869948 ('DAI91290', 'SNA90094')
0.08966565349544073 ('DAI88807', 'DAI42493')
0.08966565349544073 ('DAI88807', 'FRO16142')
0.08967851099830795 ('DAI63921', 'ELE66600')
0.08968609865470852 ('GRO56726', 'GRO21487')
0.08982035928143713 ('GRO59710', 'SNA40784')
0.08990075890251022 ('ELE66600', 'SNA45677')
0.08995002776235425 ('GRO73461', 'GRO56726')
0.08995327102803738 ('DAI83733', 'GRO21487')
0.09019812304483837 ('FRO85978', 'ELE17451')
0.09022556390977443 ('ELE92920', 'GRO73461')
0.09023789991796555 ('DAI22896', 'GRO61133')
0.09049456331111891 ('ELE32164', 'ELE74009')
0.09050966608084358 ('DAI91290', 'GRO59710')
0.0905373831775701 ('DAI83733', 'DAI75645')
0.0905373831775701 ('DAI83733', 'SNA99873')
0.09058064516129032 ('ELE17451', 'SNA59903')
0.09059547022648867 ('DAI62779', 'SNA45677')
0.09073451752280365 ('SNA99873', 'DAI75645')
0.09074837949322334 ('ELE66810', 'ELE17451')
0.09084507042253522 ('FRO53271', 'ELE74009')
0.09084531743247984 ('ELE32164', 'DAI85309')
0.0908590308370044 ('ELE74009', 'DAI22896')
0.09096496619545175 ('DAI22177', 'SNA99873')
0.09098360655737706 ('GRO81087', 'DAI43223')
0.09111617312072894 ('GRO46854', 'DAI22177')
0.09111617312072894 ('GRO46854', 'GRO71621')
0.0911214953271028 ('DAI83733', 'FRO80039')
0.09124236252545825 ('SNA45677', 'ELE32164')
0.09136630343671416 ('GRO44993', 'ELE26917')
0.09144981412639405 ('ELE56788', 'SNA45677')
0.09165687426556991 ('FRO32293', 'SNA80324')
0.09171597633136094 ('GRO38814', 'GRO94758')
0.09171597633136094 ('GRO38814', 'SNA99873')
0.091725768321513 ('GRO21487', 'SNA45677')
0.09180474697716078 ('FRO80039', 'SNA80324')
0.09187096774193548 ('ELE17451', 'FRO80039')
0.09193457416807671 ('DAI63921', 'GRO21487')
0.09201918883558657 ('DAI85309', 'SNA55762')
0.09217101610216547 ('GRO73461', 'GRO81647')
0.09219422249539029 ('DAI22177', 'ELE91337')
0.09225352112676057 ('FRO53271', 'SNA99873')
0.09228971962616822 ('DAI83733', 'GRO56726')
0.09235427706283118 ('GRO61133', 'DAI63921')
0.09245529873528129 ('DAI85309', 'DAI75645')
0.09246435845213849 ('SNA45677', 'FRO80039')
0.09246435845213849 ('SNA45677', 'GRO71621')
0.09262295081967213 ('GRO81087', 'ELE74009')
0.09264516129032258 ('ELE17451', 'FRO31317')
0.09265482477196352 ('SNA99873', 'DAI85309')
0.09270040304523063 ('FRO80039', 'ELE32164')
0.09273182957393483 ('ELE92920', 'DAI83733')
0.09274983670803397 ('FRO78087', 'SNA99873')
0.09281961471103327 ('ELE66600', 'DAI63921')
0.0928246013667426 ('GRO46854', 'SNA93860')
0.09287383177570094 ('DAI83733', 'FRO31317')
0.09289140863497601 ('DAI85309', 'GRO56726')
0.09295261239368165 ('SNA55762', 'GRO59710')
0.09300791556728233 ('ELE99737', 'FRO40251')
0.09304274937133278 ('GRO44993', 'GRO21487')
0.09304274937133278 ('GRO44993', 'SNA80324')
0.09309542280837858 ('ELE91337', 'FRO80039')
0.09309542280837858 ('ELE91337', 'SNA55762')
0.09310589907604833 ('SNA93860', 'GRO56726')
0.09313490158425348 ('SNA99873', 'ELE26917')
0.09320175438596491 ('DAI75645', 'SNA55762')
0.0933005962820063 ('ELE32164', 'DAI42493')
0.09331337325349301 ('GRO59710', 'DAI31081')
0.09331476323119778 ('FRO35904', 'ELE32164')
0.09332751853467074 ('DAI85309', 'SNA90094')
0.09335124244459368 ('GRO94758', 'SNA99873')
0.09342347879532882 ('DAI22177', 'FRO80039')
0.09343629343629344 ('SNA96271', 'GRO30386')
0.09346504559270517 ('DAI88807', 'ELE74009')
0.09351927809680066 ('DAI22896', 'GRO21487')
0.09351927809680066 ('DAI22896', 'GRO46854')
0.09356223175965665 ('FRO31317', 'ELE53126')
0.0935672514619883 ('DAI75645', 'FRO92469')
0.09359605911330049 ('FRO80039', 'GRO73461')
0.09383675735702388 ('GRO73461', 'DAI85309')
0.09401114206128133 ('FRO35904', 'SNA80324')
0.09405617243631613 ('FRO78087', 'ELE26917')
0.09411764705882353 ('GRO15017', 'GRO21487')
0.09415867480383609 ('ELE14480', 'ELE34057')
0.09417040358744394 ('GRO56726', 'FRO85978')
0.09431137724550898 ('GRO59710', 'SNA45677')
0.09433962264150944 ('DAI35347', 'DAI85309')
0.09453302961275627 ('GRO46854', 'SNA90094')
0.0947075208913649 ('FRO35904', 'FRO78087')
0.09470934030045722 ('FRO78087', 'ELE74009')
0.09472817133443164 ('GRO85051', 'GRO38814')
0.09473094170403587 ('GRO56726', 'SNA80324')
0.09479166666666666 ('GRO71621', 'ELE32164')
0.09481037924151696 ('GRO59710', 'GRO30386')
0.09490835030549898 ('SNA45677', 'ELE74009')
0.09508196721311475 ('GRO81087', 'DAI91290')
0.09526736324523663 ('DAI22177', 'ELE32164')
0.09531568228105906 ('SNA45677', 'ELE26917')
0.09534883720930233 ('DAI43223', 'DAI31081')
0.09536601746138348 ('GRO94758', 'ELE74009')
0.0954118873826903 ('FRO85978', 'DAI85309')
0.09541284403669725 ('SNA72163', 'GRO21487')
0.09550249861188229 ('GRO73461', 'FRO85978')
0.09560229445506692 ('GRO64900', 'FRO80039')
0.09560229445506692 ('GRO64900', 'SNA45677')
0.09568627450980392 ('GRO15017', 'DAI85309')
0.09578012215435869 ('GRO73461', 'ELE74009')
0.09580838323353294 ('GRO59710', 'ELE74009')
0.09581497797356828 ('ELE74009', 'SNA99873')
0.0958819913952059 ('DAI22177', 'FRO85978')
0.0959023539668701 ('ELE14480', 'FRO80039')
0.09603760913364674 ('ELE34057', 'FRO31317')
0.09603760913364674 ('ELE34057', 'FRO85978')
0.09615384615384616 ('GRO38814', 'DAI83733')
0.09630606860158311 ('ELE99737', 'FRO80039')
0.09632224168126094 ('ELE66600', 'FRO85978')
0.0963785046728972 ('DAI83733', 'FRO85978')
0.09639564124056998 ('GRO44993', 'DAI63921')
0.09662458129348106 ('FRO40251', 'GRO21487')
0.0966411314083677 ('ELE66810', 'FRO31317')
0.09665427509293681 ('ELE56788', 'DAI75645')
0.09665427509293681 ('ELE56788', 'GRO71621')
0.09665955934612651 ('SNA93860', 'ELE74009')
0.09666080843585237 ('DAI91290', 'ELE26917')
0.0967741935483871 ('ELE14480', 'DAI75645')
0.09692671394799054 ('GRO21487', 'FRO31317')
0.0969743987587277 ('ELE91337', 'SNA99873')
0.0972338642078793 ('GRO44993', 'GRO30386')
0.0972972972972973 ('SNA96271', 'FRO31317')
0.09738041002277904 ('GRO46854', 'SNA45677')
0.09738079247817327 ('ELE34057', 'SNA99873')
0.09749512524373781 ('DAI62779', 'ELE26917')
0.09754163362410785 ('DAI31081', 'DAI43223')
0.09767441860465116 ('DAI43223', 'DAI85309')
0.09775019394879751 ('ELE91337', 'ELE34057')
0.09788732394366197 ('FRO53271', 'DAI88807')
0.09791666666666667 ('GRO71621', 'GRO94758')
0.0980243161094225 ('DAI88807', 'FRO80039')
0.09807355516637478 ('ELE66600', 'ELE17451')
0.09834050399508297 ('DAI22177', 'FRO31317')
0.09834050399508297 ('DAI22177', 'GRO46854')
0.0985797827903091 ('ELE92920', 'SNA80324')
0.09879175550817342 ('SNA93860', 'FRO31317')
0.09881796690307329 ('GRO21487', 'GRO46854')
0.09884678747940692 ('GRO85051', 'GRO21487')
0.09894459102902374 ('ELE99737', 'GRO94758')
0.09899823217442545 ('ELE66810', 'FRO40251')
0.09909677419354838 ('ELE17451', 'ELE92920')
0.09916094584286804 ('ELE59935', 'DAI83733')
0.09918032786885246 ('GRO81087', 'DAI85309')
0.09918032786885246 ('GRO81087', 'ELE26917')
0.09928151534944481 ('FRO78087', 'SNA45677')
0.09937590014402305 ('SNA99873', 'FRO40251')
0.0994263862332696 ('GRO64900', 'DAI75645')
0.09958217270194986 ('FRO35904', 'SNA45677')
0.09960422163588391 ('ELE99737', 'ELE17451')
0.0996078431372549 ('GRO15017', 'ELE32164')
0.09962825278810408 ('ELE56788', 'DAI22177')
0.09976359338061466 ('GRO21487', 'FRO85978')
0.09979633401221996 ('SNA45677', 'DAI75645')
0.09985207100591716 ('GRO38814', 'GRO36567')
0.10039481105470953 ('DAI63921', 'SNA45677')
0.10054844606946983 ('SNA55952', 'DAI63921')
0.10058675607711651 ('GRO44993', 'DAI75645')
0.10070921985815603 ('GRO21487', 'DAI75645')
0.1007137192704203 ('DAI31081', 'DAI22177')
0.10073875083948959 ('GRO94758', 'ELE99737')
0.10077519379844961 ('DAI43223', 'SNA45677')
0.10090237899917966 ('DAI22896', 'FRO53271')
0.10106382978723404 ('ELE74482', 'GRO59710')
0.10136674259681093 ('GRO46854', 'SNA80324')
0.10141034251175285 ('GRO94758', 'DAI43223')
0.10142497904442582 ('GRO44993', 'SNA85241')
0.10143830431491295 ('GRO61133', 'SNA99873')
0.10152284263959391 ('DAI63921', 'DAI85309')
0.10160818713450293 ('DAI75645', 'ELE26917')
0.10163468372423597 ('SNA93860', 'DAI85309')
0.10163551401869159 ('DAI83733', 'SNA45677')
0.10165696372592924 ('FRO80039', 'SNA45677')
0.10182370820668693 ('DAI88807', 'DAI31081')
0.10189418680600915 ('FRO78087', 'DAI85309')
0.10193321616871705 ('DAI91290', 'DAI85309')
0.10193321616871705 ('DAI91290', 'GRO81087')
0.10209424083769633 ('ELE26917', 'SNA45677')
0.10221205186880244 ('ELE59935', 'FRO40251')
0.10224274406332454 ('ELE99737', 'GRO73461')
0.1023454157782516 ('SNA93860', 'GRO71621')
0.10254735467015023 ('FRO78087', 'FRO85978')
0.10281065088757396 ('GRO38814', 'GRO71621')
0.1028971028971029 ('DAI42493', 'FRO53271')
0.10306406685236769 ('FRO35904', 'ELE17451')
0.10321651464234277 ('SNA99873', 'SNA45677')
0.10326086956521739 ('GRO30386', 'GRO59710')
0.10327868852459017 ('GRO81087', 'SNA45677')
0.10342511752854265 ('ELE34057', 'ELE32164')
0.10370931112793338 ('GRO61133', 'ELE74009')
0.10379415612734409 ('DAI85309', 'GRO94758')
0.10395655546935609 ('ELE91337', 'DAI85309')
0.10399529964747356 ('FRO32293', 'ELE32164')
0.10409670920080591 ('ELE34057', 'DAI85309')
0.10410334346504559 ('ELE74482', 'DAI75645')
0.10427698574338086 ('SNA45677', 'SNA80324')
0.10428994082840237 ('GRO38814', 'ELE74009')
0.10430170889805539 ('ELE66810', 'SNA99873')
0.10453216374269006 ('DAI75645', 'ELE74009')
0.10471698113207548 ('DAI35347', 'ELE26917')
0.10511882998171847 ('SNA55952', 'FRO40251')
